PID	App. Year	Improvements	Land	Total	CollectedOn
1003	2020	198500	254300	452800	2023-08-17
1004	2022	370900	175200	546100	2023-08-17
1004	2021	370900	175200	546100	2023-08-17
1004	2020	289200	166000	455200	2023-08-17
1005	2022	348300	184800	533100	2023-08-17
1005	2021	348300	184800	533100	2023-08-17
1005	2020	303600	124000	427600	2023-08-17
1006	2022	131500	140300	271800	2023-08-17
1006	2021	131500	140300	271800	2023-08-17
1006	2020	113800	106500	220300	2023-08-17
1009	2022	0	366700	366700	2023-08-17
1009	2021	0	366700	366700	2023-08-17
1009	2020	0	306500	306500	2023-08-17
1015	2022	56500	122100	178600	2023-08-17
1015	2021	56500	122100	178600	2023-08-17
1015	2020	49200	95200	144400	2023-08-17
1016	2022	122600	155100	277700	2023-08-17
1016	2021	122600	155100	277700	2023-08-17
1016	2020	111500	118800	230300	2023-08-17
1018	2022	43400	191800	235200	2023-08-17
1018	2021	43400	191800	235200	2023-08-17
1018	2020	39600	161500	201100	2023-08-17
1019	2022	265300	163000	428300	2023-08-17
1019	2021	265300	163000	428300	2023-08-17
1019	2020	253200	126000	379200	2023-08-17
1020	2022	81200	169000	250200	2023-08-17
1020	2021	81200	169000	250200	2023-08-17
1020	2020	102200	131400	233600	2023-08-17
1022	2022	370500	395200	765700	2023-08-17
1022	2021	370500	395200	765700	2023-08-17
1022	2020	256100	333400	589500	2023-08-17
1023	2022	160500	195700	356200	2023-08-17
1023	2021	160500	195700	356200	2023-08-17
1023	2020	139700	158800	298500	2023-08-17
1024	2022	142900	148400	291300	2023-08-17
1024	2021	142900	148400	291300	2023-08-17
1024	2020	121200	102400	223600	2023-08-17
1025	2022	296500	202000	498500	2023-08-17
1025	2021	277500	202000	479500	2023-08-17
1025	2020	201800	189300	391100	2023-08-17
1026	2022	261400	264800	526200	2023-08-17
1026	2021	261400	264800	526200	2023-08-17
1026	2020	248000	218500	466500	2023-08-17
1027	2022	0	401100	401100	2023-08-17
1027	2021	0	401100	401100	2023-08-17
1027	2020	0	354800	354800	2023-08-17
1028	2022	0	12200	12200	2023-08-17
1028	2021	0	12200	12200	2023-08-17
1028	2020	0	10500	10500	2023-08-17
1030	2022	368900	354100	723000	2023-08-17
1030	2021	368900	354100	723000	2023-08-17
1030	2020	320700	310300	631000	2023-08-17
1031	2022	145000	176700	321700	2023-08-17
1031	2021	145000	176700	321700	2023-08-17
1031	2020	114500	145200	259700	2023-08-17
1033	2022	298200	306900	605100	2023-08-17
1033	2021	298200	306900	605100	2023-08-17
1033	2020	229300	255300	484600	2023-08-17
1034	2022	17100	103900	121000	2023-08-17
1034	2021	17100	103900	121000	2023-08-17
1034	2020	15300	92400	107700	2023-08-17
1035	2022	162400	251800	414200	2023-08-17
1035	2021	162400	251800	414200	2023-08-17
1035	2020	140800	195200	336000	2023-08-17
1037	2022	53700	226100	279800	2023-08-17
1037	2021	53700	226100	279800	2023-08-17
1037	2020	29400	226000	255400	2023-08-17
1038	2022	114400	97000	211400	2023-08-17
1038	2021	103600	97000	200600	2023-08-17
1038	2020	70800	87600	158400	2023-08-17
1039	2022	0	402900	402900	2023-08-17
1039	2021	0	422400	422400	2023-08-17
1039	2020	0	407700	407700	2023-08-17
1040	2022	391100	143100	534200	2023-08-17
1040	2021	355700	143100	498800	2023-08-17
1040	2020	332600	144300	476900	2023-08-17
1041	2022	348600	147700	496300	2023-08-17
1041	2021	348600	147700	496300	2023-08-17
1041	2020	301900	152300	454200	2023-08-17
1042	2022	245800	152800	398600	2023-08-17
1042	2021	245800	152800	398600	2023-08-17
1042	2020	228600	139800	368400	2023-08-17
1043	2022	125600	100500	226100	2023-08-17
1043	2021	125600	100500	226100	2023-08-17
1043	2020	122000	80700	202700	2023-08-17
1045	2022	68200	105400	173600	2023-08-17
1045	2021	68200	105400	173600	2023-08-17
1045	2020	65600	96400	162000	2023-08-17
1046	2022	128000	131300	259300	2023-08-17
1046	2021	128000	131300	259300	2023-08-17
1046	2020	121700	99600	221300	2023-08-17
1048	2022	0	4400	4400	2023-08-17
1048	2021	0	4400	4400	2023-08-17
1048	2020	0	4100	4100	2023-08-17
1049	2022	31100	161400	192500	2023-08-17
1049	2021	31100	161400	192500	2023-08-17
1049	2020	28800	132700	161500	2023-08-17
1051	2022	73600	147200	220800	2023-08-17
1051	2021	73600	147200	220800	2023-08-17
1051	2020	66800	114100	180900	2023-08-17
1052	2022	118300	260900	379200	2023-08-17
1052	2021	118300	260900	379200	2023-08-17
1052	2020	73500	207500	281000	2023-08-17
1053	2022	859100	1044500	1903600	2023-08-17
1053	2021	859100	1044500	1903600	2023-08-17
1053	2020	779800	1015800	1795600	2023-08-17
1054	2022	1622000	804100	2426100	2023-08-17
1054	2021	1616600	865600	2482200	2023-08-17
1054	2020	1158900	776400	1935300	2023-08-17
1055	2022	0	327000	327000	2023-08-17
1055	2021	0	327000	327000	2023-08-17
1055	2020	0	199100	199100	2023-08-17
1057	2022	0	72300	72300	2023-08-17
1057	2021	0	72300	72300	2023-08-17
1057	2020	0	64800	64800	2023-08-17
1058	2022	9400	270800	280200	2023-08-17
1058	2021	9400	270800	280200	2023-08-17
1058	2020	8900	213800	222700	2023-08-17
1060	2022	952200	438500	1390700	2023-08-17
1060	2021	952200	438500	1390700	2023-08-17
1060	2020	766000	362100	1128100	2023-08-17
1061	2022	132200	194200	326400	2023-08-17
1061	2021	132200	194200	326400	2023-08-17
1061	2020	123300	155500	278800	2023-08-17
1064	2022	536700	476500	1013200	2023-08-17
1064	2021	536700	476500	1013200	2023-08-17
1064	2020	492900	412100	905000	2023-08-17
1068	2022	620900	336000	956900	2023-08-17
1068	2021	620900	336000	956900	2023-08-17
1068	2020	607300	278500	885800	2023-08-17
1069	2022	0	180000	180000	2023-08-17
1069	2021	0	180000	180000	2023-08-17
1069	2020	0	142400	142400	2023-08-17
1070	2022	62100	169800	231900	2023-08-17
1070	2021	62100	169800	231900	2023-08-17
1070	2020	48800	134300	183100	2023-08-17
1071	2022	496200	139200	635400	2023-08-17
1071	2021	496200	139200	635400	2023-08-17
1071	2020	452100	106500	558600	2023-08-17
1076	2022	0	220200	220200	2023-08-17
1076	2021	0	220200	220200	2023-08-17
1076	2020	0	180600	180600	2023-08-17
1077	2022	0	997900	997900	2023-08-17
1077	2021	0	997900	997900	2023-08-17
1077	2020	0	909100	909100	2023-08-17
1078	2022	200900	103900	304800	2023-08-17
1078	2021	200900	103900	304800	2023-08-17
1078	2020	166600	82200	248800	2023-08-17
1079	2022	0	66800	66800	2023-08-17
1079	2021	0	66800	66800	2023-08-17
1079	2020	0	56200	56200	2023-08-17
1081	2022	0	92100	92100	2023-08-17
1081	2021	0	92100	92100	2023-08-17
1081	2020	0	63500	63500	2023-08-17
1082	2022	33700	95900	129600	2023-08-17
1082	2021	33700	95900	129600	2023-08-17
1082	2020	49500	72100	121600	2023-08-17
1083	2022	0	572000	572000	2023-08-17
1083	2021	0	572000	572000	2023-08-17
1083	2020	0	491600	491600	2023-08-17
1084	2022	0	33700	33700	2023-08-17
1084	2021	0	33700	33700	2023-08-17
1084	2020	0	23200	23200	2023-08-17
1085	2022	0	140400	140400	2023-08-17
1085	2021	0	140400	140400	2023-08-17
1085	2020	0	108100	108100	2023-08-17
1087	2022	0	83500	83500	2023-08-17
1087	2021	0	83500	83500	2023-08-17
1087	2020	0	68100	68100	2023-08-17
1091	2022	80800	145200	226000	2023-08-17
1091	2021	89200	145200	234400	2023-08-17
1091	2020	76500	99500	176000	2023-08-17
1092	2022	309500	161300	470800	2023-08-17
1092	2021	309500	161300	470800	2023-08-17
1092	2020	308900	125600	434500	2023-08-17
1093	2022	0	139200	139200	2023-08-17
1093	2021	0	139200	139200	2023-08-17
1093	2020	0	113400	113400	2023-08-17
1094	2022	179900	240600	420500	2023-08-17
1094	2021	179900	240600	420500	2023-08-17
1094	2020	161200	186300	347500	2023-08-17
1096	2022	1589900	780600	2370500	2023-08-17
1096	2021	1543900	780600	2324500	2023-08-17
1096	2020	1186300	632300	1818600	2023-08-17
1097	2022	0	197900	197900	2023-08-17
1097	2021	0	197900	197900	2023-08-17
1097	2020	0	152500	152500	2023-08-17
1098	2022	0	227800	227800	2023-08-17
1098	2021	0	227800	227800	2023-08-17
1098	2020	0	184200	184200	2023-08-17
1099	2022	257600	194800	452400	2023-08-17
1099	2021	237600	194800	432400	2023-08-17
1099	2020	190800	109900	300700	2023-08-17
1100	2022	0	23100	23100	2023-08-17
1100	2021	0	23100	23100	2023-08-17
1100	2020	0	21000	21000	2023-08-17
1101	2022	176500	127400	303900	2023-08-17
1101	2021	176500	127400	303900	2023-08-17
1101	2020	157500	86200	243700	2023-08-17
1102	2022	94200	134800	229000	2023-08-17
1102	2021	94200	134800	229000	2023-08-17
1102	2020	79300	92900	172200	2023-08-17
1103	2022	0	353700	353700	2023-08-17
1103	2021	0	353700	353700	2023-08-17
1103	2020	0	299000	299000	2023-08-17
1104	2022	535000	434700	969700	2023-08-17
1104	2021	535000	434700	969700	2023-08-17
1104	2020	527000	372600	899600	2023-08-17
1105	2022	538000	432800	970800	2023-08-17
1105	2021	538000	432800	970800	2023-08-17
1105	2020	498600	382200	880800	2023-08-17
1109	2022	653900	489400	1143300	2023-08-17
1109	2021	653900	489400	1143300	2023-08-17
1109	2020	600500	458600	1059100	2023-08-17
1111	2022	0	128800	128800	2023-08-17
1111	2021	0	128800	128800	2023-08-17
1111	2020	0	103700	103700	2023-08-17
1112	2022	196600	168700	365300	2023-08-17
1112	2021	196600	168700	365300	2023-08-17
1112	2020	161500	134800	296300	2023-08-17
1113	2022	73200	455600	528800	2023-08-17
1113	2021	73200	455600	528800	2023-08-17
1113	2020	46300	389600	435900	2023-08-17
1118	2022	204900	130200	335100	2023-08-17
1118	2021	204900	130200	335100	2023-08-17
1118	2020	195400	93200	288600	2023-08-17
1119	2022	0	290700	290700	2023-08-17
1119	2021	0	290700	290700	2023-08-17
1119	2020	0	243100	243100	2023-08-17
1120	2022	370500	232200	602700	2023-08-17
1120	2021	370500	232200	602700	2023-08-17
1120	2020	336800	202600	539400	2023-08-17
1121	2022	221000	148900	369900	2023-08-17
1121	2021	221000	148900	369900	2023-08-17
1121	2020	195500	102800	298300	2023-08-17
1122	2022	27800	97300	125100	2023-08-17
1122	2021	27800	97300	125100	2023-08-17
1122	2020	10300	67100	77400	2023-08-17
1123	2022	37100	140400	177500	2023-08-17
1123	2021	37100	140400	177500	2023-08-17
1123	2020	14500	115400	129900	2023-08-17
1124	2022	39500	95000	134500	2023-08-17
1124	2021	39500	95000	134500	2023-08-17
1124	2020	120300	68900	189200	2023-08-17
1125	2022	27000	50400	77400	2023-08-17
1125	2021	27000	50400	77400	2023-08-17
1125	2020	12200	44600	56800	2023-08-17
1126	2022	194300	103600	297900	2023-08-17
1126	2021	194300	103600	297900	2023-08-17
1126	2020	168200	79300	247500	2023-08-17
1127	2022	50200	304400	354600	2023-08-17
1127	2021	50200	304400	354600	2023-08-17
1127	2020	39800	264200	304000	2023-08-17
1129	2022	0	107900	107900	2023-08-17
1129	2021	0	107900	107900	2023-08-17
1129	2020	0	71800	71800	2023-08-17
1131	2022	54200	338100	392300	2023-08-17
1131	2021	54200	338100	392300	2023-08-17
1131	2020	30900	289900	320800	2023-08-17
1132	2022	605600	531100	1136700	2023-08-17
1132	2021	605600	534600	1140200	2023-08-17
1132	2020	529300	479100	1008400	2023-08-17
1133	2022	121200	111300	232500	2023-08-17
1133	2021	121200	111300	232500	2023-08-17
1133	2020	85800	88100	173900	2023-08-17
1136	2022	82700	92300	175000	2023-08-17
1136	2021	82700	92300	175000	2023-08-17
1136	2020	68400	70500	138900	2023-08-17
1137	2022	26500	75000	101500	2023-08-17
1137	2021	26500	75000	101500	2023-08-17
1137	2020	12800	62700	75500	2023-08-17
1138	2022	40000	46500	86500	2023-08-17
1138	2021	40000	46500	86500	2023-08-17
1138	2020	32600	36700	69300	2023-08-17
1140	2022	233000	150300	383300	2023-08-17
1140	2021	275600	143300	418900	2023-08-17
1140	2020	211300	84300	295600	2023-08-17
1141	2022	0	3300	3300	2023-08-17
1141	2021	0	3300	3300	2023-08-17
1141	2020	0	3000	3000	2023-08-17
1142	2022	252600	151900	404500	2023-08-17
1142	2021	68200	151900	220100	2023-08-17
1142	2020	61500	96900	158400	2023-08-17
1144	2022	380000	190600	570600	2023-08-17
1144	2021	380000	266400	646400	2023-08-17
1144	2020	395700	305400	701100	2023-08-17
1149	2022	164600	275900	440500	2023-08-17
1149	2021	165700	275900	441600	2023-08-17
1149	2020	127500	226300	353800	2023-08-17
1150	2022	195100	190700	385800	2023-08-17
1150	2021	195100	190700	385800	2023-08-17
1150	2020	217700	164100	381800	2023-08-17
1151	2022	0	347500	347500	2023-08-17
1151	2021	0	347500	347500	2023-08-17
1151	2020	0	299700	299700	2023-08-17
1152	2022	0	311600	311600	2023-08-17
1152	2021	0	311600	311600	2023-08-17
1152	2020	0	260400	260400	2023-08-17
1154	2022	0	100400	100400	2023-08-17
1154	2021	0	100400	100400	2023-08-17
1154	2020	0	79000	79000	2023-08-17
1155	2022	0	217300	217300	2023-08-17
1155	2021	0	217300	217300	2023-08-17
1155	2020	0	168200	168200	2023-08-17
1156	2022	343100	221600	564700	2023-08-17
1156	2021	343100	221600	564700	2023-08-17
1156	2020	333100	179300	512400	2023-08-17
1157	2022	77200	178200	255400	2023-08-17
1157	2021	77200	178200	255400	2023-08-17
1157	2020	87100	143800	230900	2023-08-17
1158	2022	0	304500	304500	2023-08-17
1158	2021	0	304500	304500	2023-08-17
1158	2020	0	249000	249000	2023-08-17
1163	2022	0	205000	205000	2023-08-17
1163	2021	0	205000	205000	2023-08-17
1163	2020	0	172600	172600	2023-08-17
1164	2022	0	2792500	2792500	2023-08-17
1164	2021	0	2792500	2792500	2023-08-17
1164	2020	0	2526900	2526900	2023-08-17
1165	2022	70500	85100	155600	2023-08-17
1165	2021	70500	85100	155600	2023-08-17
1165	2020	57300	71800	129100	2023-08-17
1166	2022	182400	154900	337300	2023-08-17
1166	2021	182400	154900	337300	2023-08-17
1166	2020	191000	121100	312100	2023-08-17
1167	2022	154000	142600	296600	2023-08-17
1167	2021	154000	142600	296600	2023-08-17
1167	2020	132500	111500	244000	2023-08-17
1169	2022	527000	253000	780000	2023-08-17
1169	2021	527000	253000	780000	2023-08-17
1169	2020	509600	202000	711600	2023-08-17
1170	2022	261600	299800	561400	2023-08-17
1170	2021	261600	299800	561400	2023-08-17
1170	2020	274400	259300	533700	2023-08-17
1171	2022	0	83700	83700	2023-08-17
1171	2021	0	83700	83700	2023-08-17
1171	2020	0	65400	65400	2023-08-17
1173	2022	58600	258000	316600	2023-08-17
1173	2021	58600	258000	316600	2023-08-17
1173	2020	52300	167000	219300	2023-08-17
1177	2022	0	324600	324600	2023-08-17
1177	2021	0	324600	324600	2023-08-17
1177	2020	0	292700	292700	2023-08-17
1186	2022	0	59000	59000	2023-08-17
1186	2021	0	59000	59000	2023-08-17
1186	2020	0	52600	52600	2023-08-17
1187	2022	0	72300	72300	2023-08-17
1187	2021	0	72300	72300	2023-08-17
1187	2020	0	55000	55000	2023-08-17
1188	2022	477000	348700	825700	2023-08-17
1188	2021	477000	348700	825700	2023-08-17
1188	2020	464400	294800	759200	2023-08-17
1189	2022	0	290400	290400	2023-08-17
1189	2021	0	290400	290400	2023-08-17
1189	2020	0	242900	242900	2023-08-17
1190	2022	1200	113100	114300	2023-08-17
1190	2021	1200	113100	114300	2023-08-17
1190	2020	1000	87200	88200	2023-08-17
1191	2022	0	110100	110100	2023-08-17
1191	2021	0	110100	110100	2023-08-17
1191	2020	0	84500	84500	2023-08-17
1192	2022	0	22300	22300	2023-08-17
1192	2021	0	22300	22300	2023-08-17
1192	2020	0	18100	18100	2023-08-17
1193	2022	0	77500	77500	2023-08-17
1193	2021	0	77500	77500	2023-08-17
1193	2020	0	68300	68300	2023-08-17
1195	2022	318700	160200	478900	2023-08-17
1195	2021	314400	160200	474600	2023-08-17
1195	2020	289100	125600	414700	2023-08-17
1196	2022	325600	168700	494300	2023-08-17
1196	2021	325600	168700	494300	2023-08-17
1196	2020	347600	106300	453900	2023-08-17
1197	2022	4300	63600	67900	2023-08-17
1197	2021	4300	63600	67900	2023-08-17
1197	2020	3900	48900	52800	2023-08-17
1198	2022	0	0	0	2023-08-17
1198	2021	0	0	0	2023-08-17
1198	2020	0	0	0	2023-08-17
1199	2022	119800	138500	258300	2023-08-17
1199	2021	119800	138500	258300	2023-08-17
1199	2020	106300	100200	206500	2023-08-17
1200	2022	165800	130700	296500	2023-08-17
1200	2021	165800	130700	296500	2023-08-17
1200	2020	121900	99800	221700	2023-08-17
1201	2022	284500	138100	422600	2023-08-17
1201	2021	284500	138100	422600	2023-08-17
1201	2020	271600	105500	377100	2023-08-17
1202	2022	294100	138100	432200	2023-08-17
1202	2021	294100	138100	432200	2023-08-17
1202	2020	308300	105500	413800	2023-08-17
1203	2022	189100	138100	327200	2023-08-17
1203	2021	189100	138100	327200	2023-08-17
1203	2020	169000	99800	268800	2023-08-17
1204	2022	187600	145500	333100	2023-08-17
1204	2021	187600	145500	333100	2023-08-17
1204	2020	223100	105500	328600	2023-08-17
1206	2022	0	625400	625400	2023-08-17
1206	2021	0	625400	625400	2023-08-17
1206	2020	0	565200	565200	2023-08-17
1207	2022	0	16100	16100	2023-08-17
1207	2021	0	16100	16100	2023-08-17
1207	2020	0	12600	12600	2023-08-17
1208	2022	293700	162800	456500	2023-08-17
1208	2021	293700	162800	456500	2023-08-17
1208	2020	288100	141600	429700	2023-08-17
1209	2022	294100	199500	493600	2023-08-17
1209	2021	294100	199500	493600	2023-08-17
1209	2020	278000	156700	434700	2023-08-17
1211	2022	116300	167700	284000	2023-08-17
1211	2021	116300	167700	284000	2023-08-17
1211	2020	112900	120000	232900	2023-08-17
1212	2022	474700	190000	664700	2023-08-17
1212	2021	470800	190000	660800	2023-08-17
1212	2020	369200	160700	529900	2023-08-17
1213	2022	390400	189300	579700	2023-08-17
1213	2021	390400	189300	579700	2023-08-17
1213	2020	393500	160800	554300	2023-08-17
1214	2022	0	33200	33200	2023-08-17
1214	2021	0	33200	33200	2023-08-17
1214	2020	0	30200	30200	2023-08-17
1215	2022	0	419900	419900	2023-08-17
1215	2021	0	419900	419900	2023-08-17
1215	2020	0	331500	331500	2023-08-17
1222	2022	428200	268300	696500	2023-08-17
1222	2021	376600	268300	644900	2023-08-17
1222	2020	316000	221100	537100	2023-08-17
1223	2022	0	428700	428700	2023-08-17
1223	2021	0	428700	428700	2023-08-17
1223	2020	0	403400	403400	2023-08-17
1225	2022	222900	218500	441400	2023-08-17
1225	2021	222900	218500	441400	2023-08-17
1225	2020	215800	190500	406300	2023-08-17
1226	2022	831300	714300	1545600	2023-08-17
1226	2021	831300	714300	1545600	2023-08-17
1226	2020	828300	617400	1445700	2023-08-17
1227	2022	425300	360300	785600	2023-08-17
1227	2021	425300	360300	785600	2023-08-17
1227	2020	404100	338100	742200	2023-08-17
1228	2022	162200	344400	506600	2023-08-17
1228	2021	162200	344400	506600	2023-08-17
1228	2020	139600	303900	443500	2023-08-17
1229	2022	34700	80000	114700	2023-08-17
1229	2021	34700	80000	114700	2023-08-17
1229	2020	38700	71600	110300	2023-08-17
1230	2022	358200	279000	637200	2023-08-17
1230	2021	358200	279000	637200	2023-08-17
1230	2020	302600	233900	536500	2023-08-17
1232	2022	156500	147100	303600	2023-08-17
1232	2021	156500	147100	303600	2023-08-17
1232	2020	157000	113400	270400	2023-08-17
1233	2022	304300	176600	480900	2023-08-17
1233	2021	304300	176600	480900	2023-08-17
1233	2020	277100	166400	443500	2023-08-17
1234	2022	129400	136700	266100	2023-08-17
1234	2021	129400	136700	266100	2023-08-17
1234	2020	100400	93900	194300	2023-08-17
1235	2022	114800	120800	235600	2023-08-17
1235	2021	114800	120800	235600	2023-08-17
1235	2020	71100	91700	162800	2023-08-17
1236	2022	66500	143200	209700	2023-08-17
1236	2021	66500	143200	209700	2023-08-17
1236	2020	51800	106900	158700	2023-08-17
1243	2022	0	299900	299900	2023-08-17
1243	2021	0	299900	299900	2023-08-17
1243	2020	0	249500	249500	2023-08-17
1247	2022	510900	415900	926800	2023-08-17
1247	2021	510900	415900	926800	2023-08-17
1247	2020	426000	358400	784400	2023-08-17
1248	2022	455900	319500	775400	2023-08-17
1248	2021	455900	319500	775400	2023-08-17
1248	2020	431100	293900	725000	2023-08-17
1249	2022	176600	414100	590700	2023-08-17
1249	2021	176600	414100	590700	2023-08-17
1249	2020	161600	375100	536700	2023-08-17
1250	2022	278300	168700	447000	2023-08-17
1250	2021	278300	168700	447000	2023-08-17
1250	2020	275100	134800	409900	2023-08-17
1251	2022	457500	190500	648000	2023-08-17
1251	2021	457500	190500	648000	2023-08-17
1251	2020	382500	155000	537500	2023-08-17
1255	2022	363500	157800	521300	2023-08-17
1255	2021	363500	157800	521300	2023-08-17
1255	2020	284600	125300	409900	2023-08-17
1256	2022	238500	140300	378800	2023-08-17
1256	2021	238500	140300	378800	2023-08-17
1256	2020	244700	109400	354100	2023-08-17
1257	2022	149000	130700	279700	2023-08-17
1257	2021	149000	130700	279700	2023-08-17
1257	2020	130800	90300	221100	2023-08-17
1263	2022	156000	409000	565000	2023-08-17
1263	2021	156000	409000	565000	2023-08-17
1263	2020	156600	345300	501900	2023-08-17
1265	2022	255500	146600	402100	2023-08-17
1265	2021	255500	146600	402100	2023-08-17
1265	2020	249900	118100	368000	2023-08-17
1266	2022	324100	173300	497400	2023-08-17
1266	2021	324100	173300	497400	2023-08-17
1266	2020	302300	140100	442400	2023-08-17
1267	2022	278100	149300	427400	2023-08-17
1267	2021	278100	149300	427400	2023-08-17
1267	2020	209900	103700	313600	2023-08-17
1268	2022	21400	118300	139700	2023-08-17
1268	2021	28300	126800	155100	2023-08-17
1268	2020	13000	91900	104900	2023-08-17
1269	2022	184700	232400	417100	2023-08-17
1269	2021	184700	232400	417100	2023-08-17
1269	2020	190400	186900	377300	2023-08-17
1270	2022	0	5200	5200	2023-08-17
1270	2021	0	5200	5200	2023-08-17
1270	2020	0	4500	4500	2023-08-17
1271	2022	312500	150800	463300	2023-08-17
1271	2021	312500	150800	463300	2023-08-17
1271	2020	321200	111500	432700	2023-08-17
1272	2022	389400	369100	758500	2023-08-17
1272	2021	369200	369100	738300	2023-08-17
1272	2020	367100	317300	684400	2023-08-17
1274	2022	312200	168100	480300	2023-08-17
1274	2021	312200	168100	480300	2023-08-17
1274	2020	306100	128300	434400	2023-08-17
1277	2022	0	294200	294200	2023-08-17
1277	2021	0	294200	294200	2023-08-17
1277	2020	0	261000	261000	2023-08-17
1282	2022	0	304600	304600	2023-08-17
1282	2021	0	304600	304600	2023-08-17
1282	2020	0	261200	261200	2023-08-17
1289	2022	0	181900	181900	2023-08-17
1289	2021	0	181900	181900	2023-08-17
1289	2020	0	165300	165300	2023-08-17
1291	2022	0	33700	33700	2023-08-17
1291	2021	0	33700	33700	2023-08-17
1291	2020	0	30600	30600	2023-08-17
1292	2022	0	186800	186800	2023-08-17
1292	2021	0	186800	186800	2023-08-17
1292	2020	0	168000	168000	2023-08-17
1298	2022	1014200	308700	1322900	2023-08-17
1298	2021	1009200	308700	1317900	2023-08-17
1298	2020	900600	349700	1250300	2023-08-17
1299	2022	329400	124400	453800	2023-08-17
1299	2021	329400	124400	453800	2023-08-17
1299	2020	312600	93000	405600	2023-08-17
1302	2022	0	191600	191600	2023-08-17
1302	2021	0	191600	191600	2023-08-17
1302	2020	0	157900	157900	2023-08-17
1304	2022	830300	1532600	2362900	2023-08-17
1304	2021	830300	1532600	2362900	2023-08-17
1304	2020	782300	1155300	1937600	2023-08-17
1305	2022	3697300	337000	4034300	2023-08-17
1305	2021	3697300	337000	4034300	2023-08-17
1305	2020	3564000	286000	3850000	2023-08-17
1309	2022	0	198000	198000	2023-08-17
1309	2021	0	198000	198000	2023-08-17
1309	2020	0	180000	180000	2023-08-17
1311	2022	441600	237500	679100	2023-08-17
1311	2021	441600	237500	679100	2023-08-17
1311	2020	411300	215900	627200	2023-08-17
1312	2022	0	778800	778800	2023-08-17
1312	2021	0	778800	778800	2023-08-17
1312	2020	0	708000	708000	2023-08-17
1313	2022	241900	187800	429700	2023-08-17
1313	2021	241900	187800	429700	2023-08-17
1313	2020	235400	146100	381500	2023-08-17
1319	2022	5700	193700	199400	2023-08-17
1319	2021	5700	193700	199400	2023-08-17
1319	2020	3900	159300	163200	2023-08-17
1323	2022	402700	163300	566000	2023-08-17
1323	2021	402700	163300	566000	2023-08-17
1323	2020	368900	171300	540200	2023-08-17
1325	2022	207200	252600	459800	2023-08-17
1325	2021	207200	252600	459800	2023-08-17
1325	2020	176000	193300	369300	2023-08-17
1326	2022	780700	402300	1183000	2023-08-17
1326	2021	780700	402300	1183000	2023-08-17
1326	2020	693500	391100	1084600	2023-08-17
1327	2022	0	435200	435200	2023-08-17
1327	2021	0	435200	435200	2023-08-17
1327	2020	0	396800	396800	2023-08-17
1332	2022	0	48800	48800	2023-08-17
1332	2021	0	48800	48800	2023-08-17
1332	2020	0	44400	44400	2023-08-17
1333	2022	527300	330300	857600	2023-08-17
1333	2021	527300	330300	857600	2023-08-17
1333	2020	417400	314400	731800	2023-08-17
1335	2022	307900	254700	562600	2023-08-17
1335	2021	307900	254700	562600	2023-08-17
1335	2020	309700	243500	553200	2023-08-17
1336	2022	0	259300	259300	2023-08-17
1336	2021	0	259300	259300	2023-08-17
1336	2020	0	235600	235600	2023-08-17
1337	2022	0	253000	253000	2023-08-17
1337	2021	0	253000	253000	2023-08-17
1337	2020	0	188900	188900	2023-08-17
1338	2022	546500	204400	750900	2023-08-17
1338	2021	546500	204400	750900	2023-08-17
1338	2020	518300	174200	692500	2023-08-17
1340	2022	225000	195500	420500	2023-08-17
1340	2021	225000	195500	420500	2023-08-17
1340	2020	306100	194900	501000	2023-08-17
1341	2022	644800	202500	847300	2023-08-17
1341	2021	644800	202500	847300	2023-08-17
1341	2020	540800	231100	771900	2023-08-17
1342	2022	456000	230800	686800	2023-08-17
1342	2021	456000	230800	686800	2023-08-17
1342	2020	405700	196500	602200	2023-08-17
1343	2022	100700	198500	299200	2023-08-17
1343	2021	100700	198500	299200	2023-08-17
1343	2020	111900	160500	272400	2023-08-17
1344	2022	518400	1101700	1620100	2023-08-17
1344	2021	518400	1101700	1620100	2023-08-17
1344	2020	503200	733300	1236500	2023-08-17
1352	2022	280600	456900	737500	2023-08-17
1352	2021	280600	456900	737500	2023-08-17
1352	2020	248600	450500	699100	2023-08-17
1353	2022	716800	336300	1053100	2023-08-17
1353	2021	716800	336300	1053100	2023-08-17
1353	2020	674200	295200	969400	2023-08-17
1354	2022	328100	423800	751900	2023-08-17
1354	2021	328100	423800	751900	2023-08-17
1354	2020	390500	315700	706200	2023-08-17
1355	2022	0	251200	251200	2023-08-17
1355	2021	0	251200	251200	2023-08-17
1355	2020	0	227300	227300	2023-08-17
1356	2022	0	2464300	2464300	2023-08-17
1356	2021	0	2464300	2464300	2023-08-17
1356	2020	0	2254200	2254200	2023-08-17
1358	2022	0	30700	30700	2023-08-17
1358	2021	0	30700	30700	2023-08-17
1358	2020	0	27900	27900	2023-08-17
1360	2022	0	228600	228600	2023-08-17
1360	2021	0	228600	228600	2023-08-17
1360	2020	0	206800	206800	2023-08-17
1361	2022	0	142400	142400	2023-08-17
1361	2021	0	142400	142400	2023-08-17
1361	2020	0	128500	128500	2023-08-17
1362	2022	0	96100	96100	2023-08-17
1362	2021	0	96100	96100	2023-08-17
1362	2020	0	86900	86900	2023-08-17
1363	2022	0	89400	89400	2023-08-17
1363	2021	0	89400	89400	2023-08-17
1363	2020	0	80700	80700	2023-08-17
1364	2022	0	221800	221800	2023-08-17
